,Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
3394,SRR5827248,2015.0,New_Zealand,Oceania,0,0.25,4,0.004,0.008,16,0.5,4995,559,0.25,4.0,0.004,0.008,16.0,0.5,-2.0,2.0,-7.965784285,-6.965784285,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
3395,SRR5827243,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.12,0.5,7803,1050,0.12,0.002,0.004,0.008,0.12,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3396,SRR5827242,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.12,0.12,4186,847,0.03,0.002,0.002,0.004,0.12,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-3.058893689,-3.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3397,SRR5827133,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,SRR5827134,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.002,0.002,0.12,0.06,-,1,0.06,0.002,0.002,0.002,0.12,0.06,-4.058893689,-8.965784285,-8.965784285,-8.965784285,-3.058893689,-4.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3399,SRR5827135,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,8,0.25,-,1,0.03,0.002,0.004,0.008,8.0,0.25,-5.058893689,-8.965784285,-7.965784285,-6.965784285,3.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
3400,SRR5827136,2015.0,New_Zealand,Oceania,0,0.5,4,0.016,0.016,1,4,10193,1018,0.5,4.0,0.016,0.016,1.0,4.0,-1.0,2.0,-5.965784285,-5.965784285,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3401,SRR5827129,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3402,SRR5827130,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,SRR5827131,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,SRR5827132,2015.0,New_Zealand,Oceania,0,0.25,8,0.03,0.03,1,1,2400,186,0.25,8.0,0.03,0.03,1.0,1.0,-2.0,3.0,-5.058893689,-5.058893689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3405,SRR5827127,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.008,0.016,0.5,0.5,9166,1056,0.25,0.002,0.008,0.016,0.5,0.5,-2.0,-8.965784285,-6.965784285,-5.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,SRR5827128,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.002,0.004,0.12,0.5,-,1,0.12,0.002,0.002,0.004,0.12,0.5,-3.058893689,-8.965784285,-8.965784285,-7.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,SRR5827058,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,16,0.12,7753,1049,0.03,0.002,0.002,0.004,16.0,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,4.0,-3.058893689,0.0,0.0,0.0,0.0,1.0,0.0
3408,SRR5827057,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,766,404,0.25,0.002,0.004,0.008,0.5,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,SRR5827060,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.03,0.12,4186,847,0.03,0.002,0.002,0.004,0.03,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-5.058893689,-3.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3410,SRR5827059,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.002,0.004,0.25,0.5,11867,1025,0.06,0.002,0.002,0.004,0.25,0.5,-4.058893689,-8.965784285,-8.965784285,-7.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,SRR5827054,2015.0,New_Zealand,Oceania,0,0.5,4,0.016,0.016,1,4,10193,1018,0.5,4.0,0.016,0.016,1.0,4.0,-1.0,2.0,-5.965784285,-5.965784285,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3412,SRR5827175,2015.0,New_Zealand,Oceania,0,0.06,8,0.008,0.016,0.5,0.5,2400,186,0.06,8.0,0.008,0.016,0.5,0.5,-4.058893689,3.0,-6.965784285,-5.965784285,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
3413,SRR5827056,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,SRR5827055,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.004,0.008,0.25,0.5,11520,1023,0.06,0.002,0.004,0.008,0.25,0.5,-4.058893689,-8.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,SRR5827066,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.25,0.12,-,1,0.03,0.002,0.002,0.004,0.25,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-2.0,-3.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3416,SRR5827065,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,8,0.5,402,1043,0.03,0.002,0.004,0.008,8.0,0.5,-5.058893689,-8.965784285,-7.965784285,-6.965784285,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
3417,SRR5827359,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3418,SRR5827360,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.12,0.5,4186,847,0.12,0.004,0.004,0.008,0.12,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,SRR5827357,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.5,9368,994,0.25,0.004,0.004,0.008,0.5,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,SRR5827358,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,16,0.12,7753,1049,0.03,0.002,0.002,0.004,16.0,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,4.0,-3.058893689,0.0,0.0,0.0,0.0,1.0,0.0
3421,SRR5827355,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.008,0.008,0.5,0.5,-,1,0.25,0.002,0.008,0.008,0.5,0.5,-2.0,-8.965784285,-6.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,SRR5827356,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,SRR5827353,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.002,0.002,0.06,0.06,2501,1040,0.06,0.002,0.002,0.002,0.06,0.06,-4.058893689,-8.965784285,-8.965784285,-8.965784285,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3424,SRR5827354,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.03,0.5,4186,847,0.12,0.002,0.004,0.008,0.03,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-5.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,SRR5827361,2015.0,New_Zealand,Oceania,0,4,8,0.06,0.03,1,4,3356,1071,4.0,8.0,0.06,0.03,1.0,4.0,2.0,3.0,-4.058893689,-5.058893689,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
3426,SRR5827362,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3427,SRR5827293,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.12,0.5,4186,847,0.12,0.004,0.004,0.008,0.12,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3428,SRR5827292,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,16,0.12,-,1,0.03,0.002,0.002,0.004,16.0,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,4.0,-3.058893689,0.0,0.0,0.0,0.0,1.0,0.0
3429,SRR5827291,2015.0,New_Zealand,Oceania,1,0.12,4,0.004,0.008,32,16,-,1,0.12,4.0,0.004,0.008,32.0,16.0,-3.058893689,2.0,-7.965784285,-6.965784285,5.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
3430,SRR5827290,2015.0,New_Zealand,Oceania,0,0.12,2,0.004,0.004,0.5,0.5,12631,1068,0.12,2.0,0.004,0.004,0.5,0.5,-3.058893689,1.0,-7.965784285,-7.965784285,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
3431,SRR5827289,2015.0,New_Zealand,Oceania,0,0.12,4,0.008,0.008,32,0.5,8522,1074,0.12,4.0,0.008,0.008,32.0,0.5,-3.058893689,2.0,-6.965784285,-6.965784285,5.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
3432,SRR5827288,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.016,0.03,0.12,0.5,7175,1047,0.25,0.004,0.016,0.03,0.12,0.5,-2.0,-7.965784285,-5.965784285,-5.058893689,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,SRR5827287,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.008,0.03,0.12,0.5,7175,1047,0.25,0.002,0.008,0.03,0.12,0.5,-2.0,-8.965784285,-6.965784285,-5.058893689,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3434,SRR5827286,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.25,0.5,7803,1050,0.12,0.002,0.004,0.008,0.25,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3435,SRR5827285,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,-,1,0.25,0.004,0.004,0.008,0.25,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3436,SRR5827284,2015.0,New_Zealand,Oceania,0,0.5,4,0.03,0.03,2,2,10193,1018,0.5,4.0,0.03,0.03,2.0,2.0,-1.0,2.0,-5.058893689,-5.058893689,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3437,SRR5827158,2015.0,New_Zealand,Oceania,1,0.25,0.016,0.008,0.008,1,16,11517,1063,0.25,0.016,0.008,0.008,1.0,16.0,-2.0,-5.965784285,-6.965784285,-6.965784285,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
3438,SRR5827159,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,-,1,0.25,0.004,0.004,0.008,0.25,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3439,SRR5827160,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.25,0.5,299,1042,0.12,0.004,0.004,0.008,0.25,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3440,SRR5827161,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.008,0.016,1,0.5,6339,1072,0.12,0.004,0.008,0.016,1.0,0.5,-3.058893689,-7.965784285,-6.965784285,-5.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3441,SRR5827162,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.008,0.016,0.25,0.5,7803,1050,0.12,0.002,0.008,0.016,0.25,0.5,-3.058893689,-8.965784285,-6.965784285,-5.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,SRR5827163,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,16,0.5,-,1,0.12,0.004,0.004,0.008,16.0,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,4.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
3443,SRR5827164,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.12,0.5,7803,1050,0.12,0.002,0.004,0.008,0.12,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,SRR5827165,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.12,0.5,7803,1050,0.12,0.002,0.004,0.008,0.12,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,SRR5827166,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.12,0.5,-,1,0.25,0.002,0.004,0.008,0.12,0.5,-2.0,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3446,SRR5827167,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.004,0.008,0.5,0.12,-,1,0.06,0.002,0.004,0.008,0.5,0.12,-4.058893689,-8.965784285,-7.965784285,-6.965784285,-1.0,-3.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3447,SRR5827094,2015.0,New_Zealand,Oceania,0,0.5,4,0.03,0.03,2,2,10193,1018,0.5,4.0,0.03,0.03,2.0,2.0,-1.0,2.0,-5.058893689,-5.058893689,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3448,SRR5827093,2015.0,New_Zealand,Oceania,0,0.25,8,0.03,0.03,2,1,2400,186,0.25,8.0,0.03,0.03,2.0,1.0,-2.0,3.0,-5.058893689,-5.058893689,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3449,SRR5827096,2015.0,New_Zealand,Oceania,1,0.12,8,0.03,0.03,32,16,217,175,0.12,8.0,0.03,0.03,32.0,16.0,-3.058893689,3.0,-5.058893689,-5.058893689,5.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
3450,SRR5827095,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,16,0.25,7753,1049,0.03,0.002,0.004,0.008,16.0,0.25,-5.058893689,-8.965784285,-7.965784285,-6.965784285,4.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
3451,SRR5827098,2015.0,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,1,10998,1020,0.25,0.002,0.004,0.008,0.5,1.0,-2.0,-8.965784285,-7.965784285,-6.965784285,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,SRR5827097,2015.0,New_Zealand,Oceania,1,0.12,0.002,0.004,0.008,16,16,-,1,0.12,0.002,0.004,0.008,16.0,16.0,-3.058893689,-8.965784285,-7.965784285,-6.965784285,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
3453,SRR5827100,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.5,0.5,11867,1025,0.12,0.002,0.004,0.008,0.5,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3454,SRR5827099,2015.0,New_Zealand,Oceania,0,8,8,0.03,0.03,32,2,-,1,8.0,8.0,0.03,0.03,32.0,2.0,3.0,3.0,-5.058893689,-5.058893689,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3455,SRR5827092,2015.0,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.5,0.5,11867,1025,0.12,0.002,0.004,0.008,0.5,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,SRR5827091,2015.0,New_Zealand,Oceania,0,0.03,4,0.002,0.004,16,0.12,-,1,0.03,4.0,0.002,0.004,16.0,0.12,-5.058893689,2.0,-8.965784285,-7.965784285,4.0,-3.058893689,0.0,1.0,0.0,0.0,1.0,0.0
3457,SRR5827387,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.004,0.03,0.12,0.5,-,1,0.06,0.002,0.004,0.03,0.12,0.5,-4.058893689,-8.965784285,-7.965784285,-5.058893689,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3458,SRR5827388,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.5,9166,1056,0.25,0.004,0.004,0.008,0.5,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3459,SRR5827385,2015.0,New_Zealand,Oceania,0,0.12,8,0.016,0.03,1,1,2400,186,0.12,8.0,0.016,0.03,1.0,1.0,-3.058893689,3.0,-5.965784285,-5.058893689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3460,SRR5827386,2015.0,New_Zealand,Oceania,0,0.25,8,0.03,0.03,2,2,2400,186,0.25,8.0,0.03,0.03,2.0,2.0,-2.0,3.0,-5.058893689,-5.058893689,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3461,SRR5827391,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,1,0.5,11867,1025,0.12,0.004,0.004,0.008,1.0,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,SRR5827392,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.5,0.5,9368,994,0.25,0.004,0.008,0.016,0.5,0.5,-2.0,-7.965784285,-6.965784285,-5.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3463,SRR5827389,2015.0,New_Zealand,Oceania,0,0.12,4,0.008,0.016,32,0.5,8522,1074,0.12,4.0,0.008,0.016,32.0,0.5,-3.058893689,2.0,-6.965784285,-5.965784285,5.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
3464,SRR5827390,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.016,0.5,0.5,4244,1044,0.25,0.004,0.004,0.016,0.5,0.5,-2.0,-7.965784285,-7.965784285,-5.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,SRR5827383,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,32,1,7577,1048,0.25,0.004,0.004,0.008,32.0,1.0,-2.0,-7.965784285,-7.965784285,-6.965784285,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3466,SRR5827384,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.002,0.008,0.12,0.12,7268,590,0.06,0.002,0.002,0.008,0.12,0.12,-4.058893689,-8.965784285,-8.965784285,-6.965784285,-3.058893689,-3.058893689,0.0,0.0,0.0,0.0,0.0,0.0
3467,SRR5827328,2015.0,New_Zealand,Oceania,0,0.06,2,0.008,0.016,0.5,0.5,-,1,0.06,2.0,0.008,0.016,0.5,0.5,-4.058893689,1.0,-6.965784285,-5.965784285,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
3468,SRR5827327,2015.0,New_Zealand,Oceania,0,0.12,4,0.004,0.008,16,0.5,11819,1065,0.12,4.0,0.004,0.008,16.0,0.5,-3.058893689,2.0,-7.965784285,-6.965784285,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
3469,SRR5827326,2015.0,New_Zealand,Oceania,0,0.06,0.004,0.004,0.008,0.5,0.5,299,1042,0.06,0.004,0.004,0.008,0.5,0.5,-4.058893689,-7.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3470,SRR5827325,2015.0,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.12,0.25,4186,847,0.12,0.004,0.004,0.008,0.12,0.25,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-3.058893689,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
3471,SRR5827332,2015.0,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,16,0.25,-,1,0.03,0.002,0.004,0.008,16.0,0.25,-5.058893689,-8.965784285,-7.965784285,-6.965784285,4.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
3472,SRR5827331,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.004,0.008,0.12,0.5,6950,1046,0.06,0.002,0.004,0.008,0.12,0.5,-4.058893689,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3473,SRR5827330,2015.0,New_Zealand,Oceania,0,0.5,4,0.03,0.016,1,4,10193,1018,0.5,4.0,0.03,0.016,1.0,4.0,-1.0,2.0,-5.058893689,-5.965784285,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3474,SRR5827329,2015.0,New_Zealand,Oceania,1,0.25,4,0.008,0.008,16,16,-,1,0.25,4.0,0.008,0.008,16.0,16.0,-2.0,2.0,-6.965784285,-6.965784285,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
3475,SRR5827336,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,1,0.5,-,1,0.25,0.004,0.008,0.016,1.0,0.5,-2.0,-7.965784285,-6.965784285,-5.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,SRR5827335,2015.0,New_Zealand,Oceania,0,0.25,2,0.004,0.004,0.5,0.5,5624,339,0.25,2.0,0.004,0.004,0.5,0.5,-2.0,1.0,-7.965784285,-7.965784285,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
3477,SRR5827207,2015.0,New_Zealand,Oceania,0,0.12,0.008,0.008,0.008,0.25,0.5,4186,847,0.12,0.008,0.008,0.008,0.25,0.5,-3.058893689,-6.965784285,-6.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3478,SRR5827208,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,-,1,0.25,0.004,0.004,0.008,0.25,0.5,-2.0,-7.965784285,-7.965784285,-6.965784285,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3479,SRR5827209,2015.0,New_Zealand,Oceania,1,0.25,2,0.004,0.008,0.5,16,5624,339,0.25,2.0,0.004,0.008,0.5,16.0,-2.0,1.0,-7.965784285,-6.965784285,-1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
3480,SRR5827352,2015.0,New_Zealand,Oceania,0,0.5,0.004,0.008,0.008,0.12,0.5,-,1,0.5,0.004,0.008,0.008,0.12,0.5,-1.0,-7.965784285,-6.965784285,-6.965784285,-3.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,SRR5827203,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.5,0.5,9166,1056,0.25,0.004,0.008,0.016,0.5,0.5,-2.0,-7.965784285,-6.965784285,-5.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,SRR5827204,2015.0,New_Zealand,Oceania,1,0.06,1,0.008,0.016,32,16,8523,1075,0.06,1.0,0.008,0.016,32.0,16.0,-4.058893689,0.0,-6.965784285,-5.965784285,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
3483,SRR5827205,2015.0,New_Zealand,Oceania,0,0.25,8,0.03,0.06,2,2,2400,186,0.25,8.0,0.03,0.06,2.0,2.0,-2.0,3.0,-5.058893689,-4.058893689,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3484,SRR5827206,2015.0,New_Zealand,Oceania,0,0.5,0.004,0.004,0.008,1,0.5,-,1,0.5,0.004,0.004,0.008,1.0,0.5,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3485,SRR5827363,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.008,0.03,1,0.5,-,1,0.25,0.004,0.008,0.03,1.0,0.5,-2.0,-7.965784285,-6.965784285,-5.058893689,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,SRR5827364,2015.0,New_Zealand,Oceania,0,0.5,0.004,0.008,0.016,1,0.5,-,1,0.5,0.004,0.008,0.016,1.0,0.5,-1.0,-7.965784285,-6.965784285,-5.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3487,SRR5827101,2015.0,New_Zealand,Oceania,0,0.06,0.002,0.008,0.016,0.5,0.25,-,1,0.06,0.002,0.008,0.016,0.5,0.25,-4.058893689,-8.965784285,-6.965784285,-5.965784285,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
3488,SRR5827102,2015.0,New_Zealand,Oceania,0,0.06,0.004,0.008,0.016,16,0.5,402,1043,0.06,0.004,0.008,0.016,16.0,0.5,-4.058893689,-7.965784285,-6.965784285,-5.965784285,4.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
3489,SRR5827086,2015.0,New_Zealand,Oceania,1,0.12,2,0.004,0.008,0.5,16,-,1,0.12,2.0,0.004,0.008,0.5,16.0,-3.058893689,1.0,-7.965784285,-6.965784285,-1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
3490,SRR5827087,2015.0,New_Zealand,Oceania,0,0.25,0.004,0.016,0.03,0.25,0.5,7175,1047,0.25,0.004,0.016,0.03,0.25,0.5,-2.0,-7.965784285,-5.965784285,-5.058893689,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3491,SRR5827105,2015.0,New_Zealand,Oceania,0,0.5,0.004,0.004,0.008,1,0.5,8709,1054,0.5,0.004,0.004,0.008,1.0,0.5,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
