X	Y	Z
-16.93744	-4.225726	-3.8949935
1.0697428	6.731798	-13.743486
13.330885	2.3695195	-0.12502767
3.6024337	-2.7539973	-2.5260289
-0.42013335	9.675098	3.002537
-9.61683	1.1359009	-2.6856012
1.2226821	10.068739	-13.140563
5.26843	-2.5084074	4.6672664
9.048027	2.3802984	7.3553658
-2.686716	3.7377882	7.5091214
-1.4920458	-15.807789	0.75078154
-9.337567	1.0497333	-2.6448934
3.3287654	-2.3685713	-4.6209283
-9.322197	1.0126325	-2.6273134
-10.35398	1.7065182	-3.9175284
4.8969245	-2.3132398	4.7894564
3.3205895	-2.3848968	-4.62431
4.958226	-2.5496638	4.8177433
-9.660006	3.28253	-0.74116105
-2.5777617	3.5284512	7.5055866
-4.0110393	-9.528034	-2.0943582
-9.576066	1.0807555	-2.6655214
-13.626351	-1.1945193	3.0965118
-9.50848	1.3657565	-2.9304652
2.442974	2.381371	-12.048839
5.0812387	-2.19092	4.670094
3.4883902	-2.7094455	-3.2419443
5.111247	-2.6176531	4.7565174
-3.8970575	-12.0643215	-0.9318433
5.0812387	-2.19092	4.670094
2.4427278	2.3829434	-12.050542
-9.616959	1.1357684	-2.6856759
0.9612913	10.543874	-13.525836
-9.616959	1.1357684	-2.6856759
-3.8963346	-12.060335	-0.9249195
4.9182487	-2.269288	4.765784
9.048024	2.380292	7.3553667
5.26843	-2.5084074	4.6672664
3.0945861	-2.570587	-4.620049
4.980401	-2.5699108	4.810347
-9.543824	3.63781	-0.4328546
8.88234	2.1604	7.47783
-10.693659	0.8338516	-2.2465088
8.882235	2.1602364	7.4778194
-9.659793	3.2851875	-0.74015576
1.7219827	6.0007954	-14.312569
-0.13871136	10.317291	2.500054
-3.3724105	-2.4485927	9.953902
-0.13871136	10.317291	2.500054
-3.1625986	3.979824	6.2926736
-0.13871136	10.317291	2.500054
-3.1622322	3.9809163	6.292699
-6.667409	2.8221526	11.441362
-2.8956392	3.9538002	6.275095
-3.5706797	-13.595483	-0.970322
-2.1838968	3.9889874	6.7170906
-13.241322	-0.86442554	2.112779
-3.51385	3.882255	7.2288713
-3.1732981	-2.2101922	10.188106
-14.1064005	-1.9360447	5.7636967
1.8522376	6.0560184	-14.23739
2.430953	2.4360745	-12.071207
-0.7323484	-16.906853	1.232899
2.4367533	2.407786	-12.063393
-0.39910626	-16.928577	1.5979162
-3.9755085	-4.626668	11.816327
0.36495358	-16.530222	2.6256363
2.4217374	2.5186465	-12.131007
-3.9754534	-4.6268377	11.81668
2.3581755	-16.260904	3.9015746
1.3133985	13.477025	-0.4458993
3.5830882	-2.9542923	-4.562765
-3.9748356	-4.623547	11.812642
-4.2990828	-2.0809627	10.242179
-0.3866258	10.253979	2.3690999
-2.1941898	6.763577	7.0453887
1.7246755	-16.631268	3.40527
-3.1981812	6.214837	8.812496
9.048024	2.3802924	7.355367
-2.8984802	4.117459	6.285839
-13.990571	3.7520409	-2.1251426
10.609099	-9.243441	0.8890487
1.5514761	13.349646	-1.7832134
9.957424	6.817652	7.4147177
-15.853185	-4.1149	-3.098088
15.440833	1.3972892	-2.0471358
15.716269	-2.0119023	-4.441906
-3.3089318	-14.614895	0.0037566011
-13.025976	5.9896307	-2.2700212
-13.990571	3.7520409	-2.1251426
-3.3092604	-14.615168	0.004281253
-3.3092604	-14.615168	0.004281253
-12.228775	8.414698	-4.076337
-16.143291	-1.2684824	-3.4180484
14.830511	-7.7160006	-6.145545
1.8452754	13.450882	-1.9985206
-13.224623	6.4940925	-1.3087628
-11.249853	7.733781	-2.0039415
-13.51328	2.6859055	-1.9709246
9.68901	-9.827099	1.6740991
9.314014	-10.703908	2.0988529
-10.610386	9.236079	-3.8441343
-0.27055195	-12.757015	4.184095
-12.552012	6.750241	-1.8434153
-13.941211	-0.39409214	1.5352082
9.957424	6.817652	7.4147177
-10.8047695	8.216593	-2.7447214
1.4042817	13.259957	-1.5474468
15.182048	-0.013918438	-3.2453966
-16.457996	-3.6341946	-3.2663178
0.89459276	13.607111	-1.6236033
-12.413921	7.962314	-4.223622
-0.27055457	-12.75701	4.1840944
-0.42642626	-12.506309	4.160726
-11.596512	6.9869432	-4.2899127
14.749424	5.267699	0.10851613
-12.684602	3.636943	-1.6534078
-12.684595	3.6368842	-1.65341
14.830511	-7.7160006	-6.145545
8.535958	-10.954455	1.4031302
10.609099	-9.243441	0.8890487
10.805367	8.023214	6.263082
15.192415	-5.385416	-5.309826
10.828258	8.659701	5.7782288
10.828258	8.659701	5.7782288
14.67318	2.177151	-2.1922174
-16.186728	-1.2046535	-3.4898596
-10.368302	8.111679	-2.677984
15.948526	-2.3088365	-4.2973566
15.150549	-6.364491	-5.793862
-13.809035	6.473706	-1.2870944
-3.332575	6.460799	9.1679535
15.774977	-2.2085528	-3.9172966
15.192411	-5.385216	-5.3098397
14.830511	-7.7160006	-6.145545
15.230572	-6.982717	-6.5901175
15.691641	-9.166438	-7.25785
-13.513538	2.6862328	-1.970202
-16.14378	-1.2575544	-3.4161587
-13.513634	2.686186	-1.9702244
-3.373523	6.4188824	9.172675
-0.27055344	-12.757013	4.184095
0.49810115	11.549588	-2.3511698
-3.3089707	-14.615034	0.003856353
-0.27055463	-12.757011	4.1840944
-10.404331	7.490883	-2.2785382
-11.032092	7.7153234	-2.5359983
-11.483685	5.7833734	-0.9286882
11.666926	-10.243875	0.58427596
-11.42295	5.7342033	-0.8952133
-10.350042	8.787865	-3.2614887
15.23053	-7.4296346	-5.8598595
0.22731902	-13.45663	4.265877
9.957441	6.8176813	7.414691
-16.13666	-1.3226345	-3.4320667
10.548718	-9.983168	1.1574299
11.271507	8.333986	5.255811
0.058103427	11.936728	-3.1539793
10.548718	-9.983168	1.1574299
15.53781	-7.2991586	-6.102453
-11.031987	7.7156663	-2.5360384
-12.787552	2.298772	-0.58623135
-11.032004	7.7156024	-2.5360184
-11.032072	7.7154856	-2.5357704
-12.615862	9.327584	-4.617994
9.688991	-9.827073	1.6740799
0.058103427	11.936728	-3.1539793
11.271507	8.333986	5.255811
9.957421	6.8176546	7.414721
15.489936	-7.4446573	-6.6480055
10.548718	-9.983168	1.1574299
15.907824	-2.0920703	-4.0992374
-10.686345	8.376092	-3.3301482
-0.047932606	12.035347	-2.8743725
-10.804707	8.21636	-2.7448807
1.067214	13.711439	-1.7604051
-13.450665	4.5494695	-1.8116287
11.304542	8.050268	5.6451626
-13.132384	4.8809648	-2.4001782
10.176653	-9.976412	0.22386979
-16.577631	-3.544896	-3.2664633
-14.416004	-3.7042377	-2.646513
15.145841	-5.6208143	-5.4118094
15.407384	-2.2480938	-4.352548
15.192416	-5.38542	-5.309826
-12.684601	3.6369438	-1.6534116
15.352576	1.8969754	-1.7083538
3.817644	-2.9709437	-0.34863284
